recording_id,user_pseudo_id,started_at,duration_s,page_views,clicks,dead_clicks,rage_clicks,screen_width,screen_height,country,user_agent
2639793ae7d7,4369253962.5756786405,2026-05-23T06:36:00Z,891,12,28,3,1,1728,900,US,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Safari/605.1.15"
20404206047f,8318620544.9318403688,2026-06-10T20:16:00Z,851,8,49,0,0,834,1112,US,"Mozilla/5.0 (iPad; CPU OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"
26c17635a9c1,2480228200.5903174632,2026-05-28T08:17:00Z,104,3,4,0,0,1366,768,US,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0"
8c3b6638a4f0,5708246842.8629034697,2026-07-21T11:46:00Z,168,2,19,0,0,1440,900,US,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Safari/605.1.15"
aa089b730321,4237603269.4315937548,2026-07-28T09:01:00Z,506,9,44,0,0,1920,1117,CA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0"
8446234f488d,2036999979.5587282964,2026-03-12T07:20:00Z,750,2,45,0,0,430,915,US,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Mobile Safari/537.36"
81d61be725fa,6662229858.9254482704,2026-06-15T12:55:00Z,492,7,26,0,0,1440,768,DE,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
0ae3a30a7692,4097455426.9634586648,2026-04-05T18:01:00Z,556,3,26,0,0,375,844,GB,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Mobile Safari/537.36"
a8b58ca1a2af,5066800068.3037498101,2026-07-16T12:32:00Z,855,2,60,0,0,1920,768,SG,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
3c102fd43c8e,2360870761.9616700319,2026-07-12T17:39:00Z,637,3,8,0,0,1536,864,IE,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
53756ccb751a,6209825066.1274823694,2026-06-07T01:25:00Z,363,4,42,0,0,1536,768,FR,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
4f5cdca444d1,2134697843.4808256259,2026-05-06T17:25:00Z,599,2,46,0,0,834,1112,US,"Mozilla/5.0 (iPad; CPU OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"
ab43153e5baf,4721759957.469335615,2026-02-16T09:01:00Z,3,1,0,0,0,1280,600,IE,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/127.0.6533.88 Safari/537.36"
f8ac9ff59ff9,6498136466.1076320916,2026-03-30T15:25:00Z,769,7,58,0,0,1536,1080,BR,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
47b240bd387a,9940818403.6973193283,2026-07-15T00:13:00Z,863,12,14,0,0,1920,1117,US,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
1cca27032c88,6471716681.2795836235,2026-07-01T00:37:00Z,655,12,60,0,0,1728,1080,BR,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Safari/605.1.15"
2febe209a6a0,6224873178.2123583182,2026-07-24T14:50:00Z,52,2,23,0,0,1536,864,ES,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0"
3751d03aa77d,9697944616.2693257499,2026-03-24T05:27:00Z,417,9,55,0,0,1366,1080,AU,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
3391c21d2738,3380942844.2486666768,2026-02-06T12:56:00Z,457,10,26,0,0,1536,864,PL,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
960b1dd0ca41,9369372980.1757258466,2026-02-16T09:09:00Z,143,12,14,0,0,1366,768,AU,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Safari/605.1.15"
dbaaccf93d6a,9516916419.492571501,2026-04-22T19:55:00Z,134,4,36,0,0,1536,864,US,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0"
5bd53182ffd4,6668564719.6877518018,2026-03-20T19:52:00Z,53,12,44,6,0,430,932,US,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBAV/492.0.0.44.107]"
99f1c8e3d43f,3149528216.6388702163,2026-05-16T11:21:00Z,190,8,58,0,0,1728,1117,US,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
f6302ff626e2,1823095663.5218814989,2026-04-24T06:22:00Z,115,4,20,0,0,834,1112,US,"Mozilla/5.0 (iPad; CPU OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"
006f1f6f1aef,4424437256.2769506791,2026-05-06T07:39:00Z,657,2,44,4,1,430,932,US,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBAV/492.0.0.44.107]"
c7bfb6561fa9,4438133823.4385297346,2026-07-16T12:03:00Z,651,4,23,0,0,1366,900,DE,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Safari/605.1.15"
d382d6ef817c,8165039258.3859248014,2026-02-11T07:47:00Z,623,5,36,3,0,1728,768,US,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
011f8ca4478e,7731493099.3128259398,2026-06-05T03:55:00Z,331,6,36,0,0,1920,1080,US,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
7bb6f1dc1b5c,9190248342.8875723244,2026-07-20T07:58:00Z,689,6,52,0,0,1920,1080,PL,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
b214226dbc86,699700436.5365129593,2026-06-18T04:14:00Z,653,8,39,0,0,1920,1080,ES,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
43448742ec07,7156443676.4114401401,2026-05-16T06:58:00Z,264,5,17,0,0,1536,1080,FR,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0"
3df9688fb186,4162976955.4722993760,2026-04-23T21:25:00Z,745,2,29,0,0,1920,768,PL,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
aa3a1f46cca1,3917940491.3949820384,2026-06-04T17:46:00Z,244,5,35,0,0,834,1112,US,"Mozilla/5.0 (iPad; CPU OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"
687c593fa567,8338847948.9450803544,2026-06-18T16:53:00Z,383,12,52,0,0,1440,864,BR,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Safari/605.1.15"
f91b13e863bd,8041179633.6306213112,2026-06-22T03:08:00Z,195,10,41,0,0,1440,1080,NL,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
1189cbd94f80,6135140876.582031517,2026-07-04T15:25:00Z,1,1,0,0,0,800,768,US,python-requests/2.32.3
22699a628b31,5838784478.8965712579,2026-04-26T20:57:00Z,510,5,58,0,0,375,812,ES,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Mobile Safari/537.36"
79a8e8f01f4d,4215568426.2271377792,2026-07-30T19:18:00Z,410,7,16,6,0,1728,900,US,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Safari/605.1.15"
6895d0c3a559,7158790961.2401013301,2026-05-24T02:54:00Z,508,16,41,0,0,1920,1117,NL,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
65dfd5de7bd0,6101732081.8689776659,2026-05-27T14:39:00Z,1510,3,15,0,0,1366,1117,NL,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
b09f70ec7ecc,1491219206.3250052768,2026-03-12T18:36:00Z,745,4,9,0,0,834,1112,DE,"Mozilla/5.0 (iPad; CPU OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"
de858432e31c,7008046195.4012702184,2026-05-01T09:53:00Z,1,1,0,0,0,1024,600,US,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/127.0.6533.88 Safari/537.36"
92336adde13a,7349180174.8862613574,2026-07-04T10:44:00Z,1438,9,69,0,0,1366,864,US,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
d5e29fbc03c7,7151229740.1835727813,2026-03-30T20:36:00Z,525,6,15,0,0,1366,1117,DE,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
19d050cb7264,8442192216.434337004,2026-07-17T16:47:00Z,874,6,50,0,0,1920,864,PL,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0
ec3c63df30e5,7595106635.5846569510,2026-04-30T16:07:00Z,543,11,21,0,0,1920,864,AU,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
adf411b7b602,9646190877.2459004451,2026-03-07T18:15:00Z,637,11,18,0,0,430,932,US,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"
a9f959b62840,2672136140.5178761610,2026-07-24T16:27:00Z,219,12,6,0,0,1366,864,AU,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0
a8607a77e117,9359380245.6369395805,2026-02-24T21:42:00Z,209,5,9,0,0,1920,768,ES,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0
71251e285335,756039398.3352092065,2026-07-02T14:06:00Z,278,12,17,0,0,1536,864,IN,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
d9f482eaacf0,5127170008.5088322868,2026-06-14T18:35:00Z,1,1,0,0,0,1024,768,DE,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/126.0.6478.126 Safari/537.36"
70789d773fc3,4453214123.3485027877,2026-05-22T05:56:00Z,729,3,7,0,0,1728,1117,DE,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Safari/605.1.15"
d84db3d0b308,7061130926.3931550513,2026-03-24T01:26:00Z,1204,13,54,0,0,1366,1117,US,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
36efc94d30e6,991801831.4672052760,2026-03-19T07:00:00Z,773,4,15,3,0,1440,768,IN,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
2ea3141a8a96,5140080426.8952506019,2026-05-23T13:25:00Z,26,2,5,0,0,390,844,GB,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Mobile Safari/537.36"
bf94d1d39ee3,7847802109.8672950920,2026-07-27T11:01:00Z,2,1,0,0,0,1280,600,US,Go-http-client/2.0
10c27f6d8b65,741977619.1780473685,2026-06-24T22:59:00Z,1619,4,13,0,0,1920,1080,NL,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
16ffa115a541,4828856525.6961406509,2026-07-05T06:12:00Z,353,7,48,0,0,1920,1117,US,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
a610cf1751cd,3631678441.6027020746,2026-03-13T12:38:00Z,249,5,5,0,0,412,915,IE,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBAV/492.0.0.44.107]"
f31290068cc9,1105540603.3155284032,2026-03-18T02:31:00Z,172,11,16,0,0,1440,768,DE,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
98825318fc1e,2870630529.5139774628,2026-03-02T20:35:00Z,857,12,39,0,0,1728,1080,GB,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
99acf638a748,7489936462.136361868,2026-07-10T14:12:00Z,93,12,20,0,0,1920,768,US,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0"
e1f03e95ce4a,8598836514.1291645121,2026-06-07T09:12:00Z,362,7,43,0,0,1920,864,US,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
92f9dbae5aaf,8444869310.359959666,2026-02-15T11:23:00Z,128,2,52,3,1,430,844,US,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBAV/492.0.0.44.107]"
c77151b2cbdd,6438941019.948119038,2026-04-16T02:01:00Z,177,11,28,0,0,1440,900,AU,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
ddfb691b35e8,1181213597.5713520588,2026-07-11T03:42:00Z,260,2,54,0,0,1440,1117,ES,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
ffd0e857dfb7,8585470979.9348679513,2026-03-02T04:46:00Z,228,7,47,2,0,390,844,GB,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBAV/492.0.0.44.107]"
f5be53e95191,7821841609.1538617061,2026-06-27T23:07:00Z,891,6,55,0,0,834,1112,US,"Mozilla/5.0 (iPad; CPU OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"
dbf61f78b834,9456608310.9374659689,2026-04-23T02:13:00Z,502,7,23,0,0,1440,1117,NL,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Safari/605.1.15"
95b6349cf029,378902695.5926334944,2026-07-29T04:04:00Z,704,7,17,0,0,390,932,BR,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Mobile Safari/537.36"
a8560fa6f04e,6069948819.4228835050,2026-04-23T01:33:00Z,889,8,51,0,0,1728,1080,US,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
8828f5d22039,9199515777.2520876074,2026-05-30T03:25:00Z,760,6,23,3,0,390,915,US,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBAV/492.0.0.44.107]"
f24e07ffb9a9,3612512990.8781882666,2026-07-18T05:00:00Z,178,2,42,0,0,1366,768,FR,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
e946c584b857,3004522807.4235252386,2026-05-14T15:53:00Z,63,4,23,0,0,1728,768,IN,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
c90461e5117f,6112922368.5911084823,2026-07-18T03:43:00Z,3,1,0,0,0,1024,768,DE,Go-http-client/2.0
6d427e4df02a,8621027008.352008180,2026-03-19T21:13:00Z,729,11,16,0,0,1536,1117,US,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
bcb5c5c55c2d,8418829921.8909255344,2026-03-16T13:31:00Z,1473,10,24,0,0,1728,1117,US,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
50659ca7a906,3600954473.1358084028,2026-07-08T06:26:00Z,437,4,44,0,0,1440,864,GB,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0
ce35c26df840,4098409160.6350699532,2026-05-11T07:13:00Z,823,12,45,6,1,1440,1080,DE,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0"
b04182840fad,9879763291.3925029780,2026-05-26T17:12:00Z,530,8,26,0,0,1536,900,US,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
389ed037ea56,8918957504.2853617728,2026-04-05T05:27:00Z,654,11,6,0,0,1920,1117,SG,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
545208cdea7f,6874717733.9375479760,2026-07-04T03:06:00Z,695,2,33,0,0,1920,768,DE,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Safari/605.1.15"
3c13f776b51c,4642133549.4575014534,2026-02-28T00:44:00Z,392,9,38,0,0,375,812,NL,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"
d683f199f9e9,3889841692.343342914,2026-06-30T22:24:00Z,878,10,38,0,0,1728,900,AU,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Safari/605.1.15"
2e18f836a0af,8538768176.5738128296,2026-07-30T02:00:00Z,99,7,23,0,0,1536,1117,GB,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0"
11e747d958fd,51558496.1103177913,2026-06-25T23:10:00Z,245,8,27,0,0,1920,1080,BR,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
aff91dc6fa74,3131534401.3855090015,2026-04-05T15:28:00Z,99,7,9,0,0,1440,768,AU,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Safari/605.1.15"
c66ae1cbbca5,4774088911.3046508352,2026-04-25T15:42:00Z,172,3,43,0,0,1366,1080,NL,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
c576f913ed69,7274811543.9157253253,2026-04-09T06:33:00Z,695,6,31,4,0,375,844,US,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBAV/492.0.0.44.107]"
1cc67f7ade97,6547977011.7978816334,2026-04-07T19:28:00Z,261,10,27,0,0,390,844,NL,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Mobile Safari/537.36"
ea578c2cd619,1662444166.4747145782,2026-03-07T16:19:00Z,209,5,17,0,0,1536,1117,US,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
d5e7acb08b8c,3790384641.3871121949,2026-03-16T12:33:00Z,311,6,57,0,0,1366,864,US,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
68dcb39478d2,2869443114.4341915193,2026-06-06T04:47:00Z,1,1,0,0,0,1280,768,IE,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/126.0.6478.126 Safari/537.36"
7ee3193f9f52,5043392959.4316689492,2026-03-13T18:33:00Z,699,8,32,0,0,1440,1117,IE,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
587679251471,2477086170.228587247,2026-05-11T16:22:00Z,4,1,0,0,0,1024,768,DE,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/127.0.6533.88 Safari/537.36"
5aaeece0a8ec,41180035.888946834,2026-07-10T15:22:00Z,898,15,59,0,0,1920,900,US,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
c972dd1f8da7,3391364788.799453757,2026-05-02T19:18:00Z,888,6,17,0,0,1440,864,IE,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
7e48ef1d731b,5370535289.2152127987,2026-05-29T14:07:00Z,509,11,59,0,0,1440,1080,IN,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0
46f341a46083,5960072376.2756642711,2026-07-11T05:07:00Z,180,8,14,0,0,1728,768,IN,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
afb34a4e1002,3816552863.2762632297,2026-07-27T02:00:00Z,390,12,34,4,0,1536,1080,US,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
d262a80b2a56,7644971775.8405430329,2026-06-16T02:06:00Z,4,1,0,0,0,1280,768,IE,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/126.0.6478.126 Safari/537.36"
d496363e0c67,6544239986.40682972,2026-07-18T07:19:00Z,838,8,6,0,0,1920,768,BR,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
3ba2149c4e47,113576666.620643768,2026-03-04T21:02:00Z,880,6,12,0,0,1440,900,US,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
2af5478052c5,6934603175.7981572360,2026-06-30T18:35:00Z,478,2,38,0,0,1366,1080,US,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
5996fc42b6e3,5670519180.86205542,2026-02-13T04:52:00Z,518,2,10,0,0,430,932,BR,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Mobile Safari/537.36"
0cceacb82327,388747584.3786001485,2026-04-09T09:25:00Z,113,6,22,0,0,1366,768,AU,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
3be1792e581a,9776362017.2314125801,2026-07-15T03:29:00Z,717,4,41,0,0,1536,1117,SG,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
dc9fb4da24c2,4081888117.4793231413,2026-06-16T11:51:00Z,157,3,36,0,0,1920,864,DE,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36"
