account_id,created_at,seat_role,is_workspace_owner,signup_source,country,created_by_admin,email_domain,plan,mrr
acc_1abae2ce4381,2026-03-08T22:51:13Z,owner,true,docs,US,false,juno-studio.co,free,0
acc_93e6728af0b0,2026-02-06T11:14:12Z,admin,false,partner-directory,BR,false,tempoapp.net,free,0
acc_b907db5c79d6,2026-02-13T13:06:04Z,agent,false,partner-directory,ES,false,atlas-partners.com,free,0
acc_a38fafd4e79d,2026-03-06T16:50:42Z,agent,false,(organic),US,false,orbitsoftware.de,free,0
acc_f7453cd72e83,2026-07-24T19:38:39Z,agent,false,docs,US,false,marlow-software.com,free,0
acc_eb28ed63eed0,2026-04-25T14:38:16Z,admin,false,(organic),US,false,icloud.com,free,0
acc_9293158bb3ee,2026-06-27T11:08:57Z,agent,false,(direct),BR,false,harbor-hq.com,free,0
acc_4e8cc41dc825,2026-06-05T09:56:37Z,owner,true,partner-directory,CA,false,icloud.com,free,0
acc_21a2d6b967c2,2026-04-19T23:11:45Z,agent,false,(organic),BR,false,onyxsoftware.ai,free,0
acc_458c1dc9816b,2026-05-16T19:37:46Z,owner,true,partner-directory,GB,false,juno-solutions.net,free,0
acc_113f8a0daa1a,2026-05-03T08:50:13Z,agent,false,partner-directory,IN,false,gmail.com,free,0
acc_3155babcecf9,2026-05-25T22:57:31Z,agent,false,(direct),US,false,proton.me,free,0
acc_e4ae8f90f4d2,2026-07-25T14:51:16Z,agent,false,partner-directory,US,false,north-digital.co,free,0
acc_7263c317a8a9,2026-07-22T13:08:05Z,admin,false,q3-search,NL,false,alpinecloud.com,free,0
acc_c3dd7b8b88c8,2026-03-12T09:55:55Z,agent,false,(organic),CA,false,vertexcloud.co.uk,free,0
acc_d84dbd3aaf45,2026-06-05T04:59:09Z,owner,true,docs,IN,false,gmail.com,free,0
acc_404448bd20ca,2026-04-30T15:08:54Z,agent,false,(organic),NL,false,orbitdigital.co,free,0
acc_3de878a6f3d1,2026-05-04T17:52:01Z,admin,false,partner-directory,US,false,icloud.com,free,0
acc_0819605e42a5,2026-06-10T14:28:43Z,owner,true,partner-directory,IN,false,hotmail.com,free,0
acc_d879e61d9453,2026-05-11T09:34:09Z,agent,false,(direct),IN,false,outlook.com,free,0
acc_9e0df43c18ce,2026-05-07T18:26:49Z,owner,true,docs,DE,false,proton.me,free,0
acc_75f968c987d7,2026-07-17T19:54:45Z,agent,false,q3-search,BR,false,basilhq.ai,free,0
acc_674b5c14f239,2026-06-06T18:50:52Z,owner,true,(organic),ES,false,outlook.com,starter,49
acc_43faa23f845b,2026-03-25T17:06:58Z,agent,false,docs,US,false,onyxapp.co,free,0
acc_302b72570904,2026-03-04T13:17:24Z,admin,false,(direct),BR,false,verano-hq.com,free,0
acc_886c63f272a2,2026-04-28T09:15:12Z,agent,false,(organic),SE,false,summitio.nl,free,0
acc_471e5d2faf6a,2026-03-08T11:07:08Z,agent,false,q3-search,GB,false,veranosystems.com,free,0
acc_3778c99d9751,2026-04-13T09:02:16Z,owner,true,(direct),DE,false,pilotsolutions.com,free,0
acc_5323cbb9cada,2026-07-15T12:35:26Z,agent,false,(direct),NL,false,vertex-solutions.co,free,0
acc_5b877e480528,2026-03-09T04:15:50Z,agent,false,(organic),SG,false,lumentech.nl,free,0
acc_26e5b9f503a9,2026-07-24T14:44:06Z,admin,false,(organic),DE,false,lumenhq.co.uk,free,0
acc_e50f384038c9,2026-05-27T20:35:07Z,agent,false,q3-search,US,false,juno-co.net,free,0
acc_eb122866f828,2026-02-10T08:43:39Z,owner,true,docs,IE,false,gmail.com,free,0
acc_ee4e383c4d2f,2026-04-24T11:29:45Z,owner,true,partner-directory,CA,false,nimbuspartners.ai,free,0
acc_f9ddb45cb68a,2026-04-25T12:33:29Z,owner,true,docs,NL,false,stackio.nl,free,0
acc_6ff44283998a,2026-03-16T16:50:35Z,agent,false,(organic),ES,false,northsoftware.com,free,0
acc_29363037559a,2026-02-27T08:08:42Z,admin,false,(organic),BR,false,icloud.com,free,0
acc_f657c0febb47,2026-05-18T21:39:20Z,owner,true,(organic),DE,false,proton.me,free,0
acc_3246a665a198,2026-03-29T07:06:28Z,owner,true,docs,DE,false,hotmail.com,free,0
acc_ab4e54a61150,2026-03-21T16:00:47Z,agent,false,partner-directory,SG,false,proton.me,free,0
acc_62fd01ad6c1c,2026-04-03T11:02:22Z,owner,true,docs,US,false,marlow-solutions.co.uk,free,0
acc_2086ec99bc32,2026-07-02T09:06:13Z,owner,true,docs,DE,false,onyx-cloud.com,free,0
acc_c16a27125361,2026-07-28T18:56:04Z,agent,false,(organic),DE,false,lumen-co.de,free,0
acc_f911e88f2fda,2026-05-18T19:22:48Z,agent,false,(organic),DE,false,alpine-solutions.com,free,0
acc_881a6b2a7f1e,2026-06-21T16:03:32Z,agent,false,docs,US,false,icloud.com,free,0
acc_ca8f74a58ba2,2026-05-02T13:59:27Z,admin,false,(organic),US,false,forgesoftware.com,free,0
acc_1d05036652ec,2026-05-09T09:00:47Z,owner,true,docs,NL,false,northco.ai,starter,49
acc_4f0d54a93b3c,2026-02-28T16:21:00Z,owner,true,(organic),CA,false,gmail.com,free,0
acc_3810a4ad74f9,2026-05-12T11:57:23Z,agent,false,(direct),CA,false,proton.me,free,0
acc_3ab48579797f,2026-04-07T13:53:40Z,owner,true,(organic),GB,false,latticeapp.co,starter,49
acc_a4ca9a67bacd,2026-07-01T09:51:46Z,owner,true,(organic),DE,false,proton.me,free,0
acc_e4d47cbc6ec8,2026-05-22T15:57:55Z,admin,false,(organic),DE,false,ridgeco.io,free,0
acc_e9759d44a296,2026-03-18T14:02:53Z,agent,false,(organic),GB,false,proton.me,free,0
acc_b07be58e5bbc,2026-03-27T15:48:03Z,owner,true,q3-search,GB,false,juno-tech.com,starter,49
acc_902e2077d708,2026-07-09T13:19:20Z,agent,false,(organic),US,false,tempoio.ai,free,0
acc_418c8b9f9cc9,2026-05-25T13:40:27Z,owner,true,(direct),DE,false,solacecloud.nl,free,0
acc_46b11641ee3e,2026-07-03T16:03:24Z,admin,false,(organic),BR,false,icloud.com,free,0
acc_66d61ca0f05e,2026-03-15T11:56:54Z,agent,false,q3-search,FR,false,solace-group.net,free,0
acc_e5747b33a111,2026-04-21T10:57:51Z,admin,false,(organic),BR,false,hotmail.com,free,0
acc_46a243b7596e,2026-04-22T08:45:57Z,admin,false,(organic),SG,false,meridiantech.com,free,0
acc_383fa4f2daa9,2026-02-02T09:43:27Z,admin,false,(organic),FR,false,tandem-software.co.uk,free,0
acc_e033c6bb83d8,2026-05-25T22:08:31Z,owner,true,docs,BR,false,ridgesoftware.com,free,0
acc_10bef7d91e13,2026-05-25T17:23:53Z,owner,true,(organic),US,false,cedario.de,free,0
acc_cafa3e6fbe3a,2026-03-22T15:33:47Z,admin,false,partner-directory,IE,false,outlook.com,free,0
acc_ced0b4b2a2d2,2026-05-29T17:45:46Z,agent,false,(organic),BR,false,harborsystems.net,free,0
acc_3dffc0a93f29,2026-02-03T15:57:50Z,agent,false,q3-search,SG,false,proton.me,free,0
acc_ebb23f1f5653,2026-06-02T13:50:17Z,agent,false,(direct),PL,false,vertex-works.co,free,0
acc_4ed9456f0a2d,2026-07-15T07:30:02Z,owner,true,(organic),CA,false,atlas-app.io,free,0
acc_5ec2f05ec8ff,2026-05-19T18:19:47Z,agent,false,q3-search,US,false,kestrelpartners.ai,free,0
acc_3e44dfd1ed2c,2026-07-17T00:25:30Z,admin,false,q3-search,PL,false,alpineworks.net,free,0
acc_a902a12ff2b8,2026-07-19T17:50:43Z,agent,false,q3-search,US,false,lattice-cloud.co,free,0
acc_c5299734f689,2026-06-19T12:39:43Z,agent,false,(organic),US,false,coppercloud.ai,free,0
acc_5966f5a6aa8e,2026-02-24T20:33:20Z,owner,true,partner-directory,DE,false,outlook.com,free,0
acc_45d3074ee1a5,2026-02-04T17:51:22Z,agent,false,partner-directory,PL,false,summitworks.de,free,0
acc_2e339665ff29,2026-05-14T11:40:12Z,agent,false,(organic),SG,false,northtech.nl,starter,49
acc_eb00e7a3e4a5,2026-06-26T15:06:55Z,admin,false,partner-directory,IN,false,tempo-io.com,free,0
acc_46fb3fb3d03a,2026-06-29T08:54:47Z,agent,false,(direct),FR,false,solace-software.com,free,0
acc_5a22029b8305,2026-07-16T19:40:59Z,owner,true,partner-directory,US,false,forgesystems.nl,free,0
acc_54701f27b579,2026-04-09T16:58:04Z,owner,true,(organic),US,false,lattice-systems.com,free,0
acc_36ea9f92eae2,2026-04-06T19:01:42Z,agent,false,(direct),FR,false,quillpartners.co,free,0
acc_a23391fcc855,2026-03-04T08:29:21Z,admin,false,(direct),GB,false,tandem-group.com,free,0
acc_2576e9140883,2026-07-18T17:32:31Z,agent,false,(organic),CA,false,onyxco.co,free,0
acc_54f4b012bd22,2026-05-01T10:41:37Z,agent,false,(organic),IN,false,proton.me,free,0
acc_1b6487a1c4a2,2026-05-15T09:54:40Z,agent,false,(organic),AU,false,alpine-studio.com,free,0
acc_f8d514c60c2a,2026-04-06T08:08:15Z,owner,true,docs,US,false,solacegroup.io,free,0
acc_cf36f581ddc8,2026-04-10T03:38:28Z,agent,false,q3-search,GB,false,yahoo.com,free,0
acc_bcf358a18a68,2026-07-30T09:11:19Z,admin,false,docs,GB,false,yahoo.com,free,0
acc_70b23d399985,2026-06-29T16:45:29Z,agent,false,q3-search,GB,false,piercloud.nl,free,0
acc_389c81d87a0a,2026-06-08T14:22:21Z,owner,true,docs,US,false,gmail.com,free,0
acc_6f16b73aa7ee,2026-07-16T13:46:38Z,admin,false,(direct),IE,false,hotmail.com,free,0
acc_800eace8ad66,2026-04-13T11:17:16Z,owner,true,docs,BR,false,tempolabs.com,starter,49
acc_73184e809bf2,2026-03-20T10:11:56Z,agent,false,(direct),NL,false,harbor-hq.io,free,0
acc_c4608ed8d30d,2026-06-07T11:48:36Z,agent,false,(organic),FR,false,harborstudio.com,free,0
acc_b812dc2c70e2,2026-05-23T14:22:39Z,agent,false,partner-directory,ES,false,meridiantech.com,free,0
acc_e6a1e2c11c30,2026-03-16T07:39:23Z,agent,false,(direct),US,false,coppercloud.io,free,0
acc_550ed2f98ec7,2026-05-28T00:17:18Z,owner,true,docs,US,false,junohq.io,free,0
acc_6743ffcafc76,2026-02-25T20:50:47Z,owner,true,(organic),GB,false,lattice-app.de,starter,49
acc_25a382f2a856,2026-03-04T15:44:23Z,owner,true,partner-directory,DE,false,piersolutions.nl,starter,49
acc_de5e588f0031,2026-03-14T06:28:28Z,owner,true,q3-search,PL,false,outlook.com,free,0
acc_bcf6d5c09125,2026-03-12T14:33:55Z,owner,true,(direct),US,false,basillabs.nl,business,399
acc_815428ab7b06,2026-06-22T09:52:50Z,admin,false,partner-directory,IN,false,atlas-tech.com,free,0
acc_f74ae030be8d,2026-06-25T23:21:03Z,admin,false,docs,IN,false,basil-hq.com,free,0
acc_9416365919e2,2026-07-20T20:47:11Z,owner,true,(organic),US,false,marlowlabs.nl,starter,49
acc_57e106424058,2026-03-12T18:10:26Z,owner,true,(organic),US,false,vertex-works.co,free,0
acc_29549135fe29,2026-02-27T14:36:22Z,owner,true,docs,FR,false,tempo-co.com,free,0
acc_e71d55a99923,2026-03-31T18:58:28Z,agent,false,q3-search,SG,false,meridiancloud.de,free,0
acc_07539a726a78,2026-05-11T03:37:48Z,admin,false,(organic),NL,false,gmail.com,starter,49
acc_89bb16b26f53,2026-02-15T15:47:28Z,admin,false,partner-directory,US,false,juno-cloud.de,free,0
acc_4d44c16a78b8,2026-02-10T15:26:52Z,admin,false,(organic),US,false,alpine-cloud.nl,free,0
acc_5ab4c2a765ed,2026-05-16T00:18:17Z,owner,true,partner-directory,GB,false,outlook.com,free,0
acc_1d69787edd13,2026-05-28T16:56:56Z,admin,false,partner-directory,IN,false,basillabs.nl,free,0
acc_329a76dfceb9,2026-07-15T16:59:59Z,admin,false,q3-search,CA,false,proton.me,free,0
acc_e3a3e1b8a028,2026-05-13T17:51:10Z,agent,false,partner-directory,IN,false,coppergroup.net,free,0
acc_8d1e1e2a487a,2026-07-24T16:05:12Z,owner,true,docs,US,false,tandem-works.co,free,0
acc_20c7f8ecb4b1,2026-03-02T06:30:28Z,agent,false,q3-search,IN,false,gmail.com,free,0
acc_9fb2297720ca,2026-06-14T18:59:14Z,owner,true,(direct),NL,false,brightsolutions.co.uk,team,149
acc_c98afde84610,2026-03-31T08:47:41Z,admin,false,q3-search,US,false,pilotio.com,free,0
acc_394ab87dda6c,2026-02-22T13:19:39Z,admin,false,partner-directory,IN,false,icloud.com,free,0
acc_bd893fb27875,2026-07-28T09:43:28Z,owner,true,(direct),FR,false,onyx-software.com,free,0
acc_1fc957b11e6e,2026-04-29T20:18:28Z,agent,false,partner-directory,US,false,summit-solutions.de,free,0
acc_c8ed7b1bf8e5,2026-03-28T09:39:52Z,owner,true,docs,US,false,alpinestudio.io,free,0
acc_c5a9d935b55a,2026-07-12T20:10:03Z,owner,true,(organic),US,false,icloud.com,free,0
acc_866a87b410ac,2026-07-21T10:29:44Z,admin,false,(direct),CA,false,glide-studio.co.uk,free,0
acc_a0b82aaf3db8,2026-06-10T15:06:01Z,owner,true,docs,IN,false,juno-co.net,free,0
acc_b33644f9961c,2026-05-07T09:19:52Z,agent,false,partner-directory,US,false,orbit-cloud.net,free,0
acc_ff381df98ef0,2026-07-10T15:04:52Z,agent,false,(direct),PL,false,forge-digital.nl,free,0
acc_783f7f566c57,2026-03-02T19:46:22Z,owner,true,(organic),IN,false,gmail.com,free,0
acc_4af32aad6549,2026-03-14T10:05:15Z,owner,true,(direct),US,false,juno-group.com,free,0
acc_de5fffa6887d,2026-03-20T07:13:58Z,owner,true,partner-directory,DE,false,lattice-hq.nl,starter,49
acc_ce03ff47e409,2026-04-13T12:07:22Z,owner,true,(organic),US,false,latticeco.com,free,0
acc_d9058cc86e34,2026-06-02T06:49:04Z,owner,true,partner-directory,US,false,gmail.com,free,0
acc_e7bf092f11d1,2026-04-29T15:44:21Z,agent,false,(direct),PL,false,proton.me,free,0
acc_58e12dd60697,2026-03-12T20:47:45Z,agent,false,q3-search,GB,false,orbit-group.de,free,0
acc_3aac5784506f,2026-06-06T08:03:55Z,agent,false,partner-directory,DE,false,vertexcloud.nl,free,0
acc_287cc0d1ec9a,2026-03-22T12:57:34Z,owner,true,docs,BR,false,hotmail.com,free,0
acc_62dc9443c4fc,2026-04-17T19:00:35Z,agent,false,(direct),US,false,orbitcloud.com,free,0
acc_8794e10153b4,2026-05-28T16:51:52Z,admin,false,q3-search,IN,false,nimbus-software.co.uk,free,0
acc_915f34539110,2026-06-18T18:19:50Z,admin,false,(direct),IN,false,solacesolutions.co,free,0
acc_d5c2989d2a3a,2026-02-01T18:19:37Z,agent,false,(organic),IN,false,harborcloud.co,free,0
acc_b56f8e3d0e50,2026-07-29T14:38:21Z,agent,false,(organic),PL,false,junosystems.net,free,0
acc_7176b9fdef1b,2026-07-11T00:50:45Z,owner,true,(organic),IN,false,pilotsoftware.co,free,0
acc_a8f8c3cdabc6,2026-07-15T01:00:06Z,owner,true,(organic),SG,false,stack-tech.com,starter,49
acc_610d80e639d2,2026-06-16T00:10:57Z,admin,false,(organic),PL,false,gmail.com,free,0
acc_3bdd9baee43e,2026-07-02T11:38:35Z,owner,true,(organic),DE,false,hotmail.com,free,0
acc_73c20276937b,2026-07-15T11:03:13Z,admin,false,partner-directory,CA,false,alpinecloud.de,free,0
acc_fef9081e3479,2026-06-04T16:02:35Z,admin,false,q3-search,US,false,proton.me,free,0
acc_9763e308fff2,2026-04-04T13:34:53Z,admin,false,(direct),SE,false,yahoo.com,free,0
acc_9eff8740c831,2026-04-07T15:04:10Z,agent,false,(organic),IE,false,solace-systems.co.uk,free,0
acc_b8f876e66b1e,2026-06-11T15:01:28Z,agent,false,(organic),IN,false,outlook.com,free,0
acc_b0e671703147,2026-06-01T15:02:18Z,admin,false,(organic),NL,false,ridge-systems.com,free,0
acc_7632a825c41f,2026-06-16T15:00:45Z,agent,false,(organic),IN,false,glide-systems.ai,free,0
acc_b9d737bfd0e7,2026-07-16T13:05:49Z,owner,true,(direct),US,false,yahoo.com,free,0
acc_4d201a2f08f2,2026-06-06T14:48:59Z,owner,true,partner-directory,FR,false,meridian-systems.com,free,0
acc_4f6e82947802,2026-06-01T11:04:51Z,owner,true,partner-directory,AU,false,tandem-group.com,free,0
acc_d0d7623da5f1,2026-07-18T13:10:14Z,admin,false,partner-directory,US,false,quillcloud.de,free,0
acc_122bc8fb7ef8,2026-05-30T08:03:40Z,agent,false,(organic),US,false,ridgeapp.nl,free,0
acc_ea7e46cb774e,2026-03-06T15:29:06Z,agent,false,(direct),BR,false,ridgesoftware.com,free,0
acc_cee6dcd7cdef,2026-07-06T11:47:51Z,agent,false,(organic),SG,false,ridgestudio.co.uk,free,0
acc_2dbbc689b6bd,2026-05-02T17:56:21Z,agent,false,(organic),BR,false,gmail.com,free,0
acc_4a396a9814ea,2026-03-22T15:04:05Z,agent,false,(organic),IE,false,quillgroup.com,free,0
acc_4acf26ac4351,2026-03-16T12:24:19Z,admin,false,partner-directory,NL,false,juno-solutions.com,free,0
acc_f7f7011c2cd8,2026-03-17T16:43:14Z,admin,false,(organic),IN,false,hotmail.com,free,0
acc_58fdd0e91e56,2026-05-21T09:33:08Z,owner,true,partner-directory,DE,false,alpine-cloud.nl,starter,49
acc_cdd531d86802,2026-06-23T11:02:04Z,admin,false,(direct),IN,false,gmail.com,free,0
acc_ddc53e380fcb,2026-04-01T11:45:22Z,admin,false,q3-search,SE,false,gmail.com,free,0
acc_ecf143a62966,2026-06-12T15:12:22Z,agent,false,partner-directory,NL,false,outlook.com,free,0
acc_4b19f1503c91,2026-02-08T13:15:12Z,owner,true,(organic),US,false,basil-systems.co.uk,free,0
acc_0f1c4c813011,2026-06-14T10:43:49Z,owner,true,docs,NL,false,marlow-co.com,free,0
acc_865aaf17e22f,2026-02-26T08:59:41Z,agent,false,(direct),DE,false,latticeapp.co,free,0
acc_b7540dff9ceb,2026-05-24T02:33:10Z,agent,false,(organic),GB,false,lumenhq.net,free,0
acc_529ec4c71c51,2026-02-07T07:09:01Z,agent,false,(organic),DE,false,bright-app.nl,free,0
acc_b2d2a4defafd,2026-05-20T15:44:33Z,admin,false,(direct),SE,false,hotmail.com,free,0
acc_26f25f6b6a32,2026-02-03T09:24:20Z,owner,true,q3-search,ES,false,yahoo.com,free,0
acc_d24140b4395a,2026-07-28T14:16:30Z,admin,false,(organic),IN,false,pilotio.io,free,0
acc_129021e00246,2026-02-06T02:30:55Z,owner,true,(organic),ES,false,summit-labs.nl,team,149
acc_44526bb07efc,2026-03-12T21:54:03Z,agent,false,q3-search,ES,false,proton.me,free,0
acc_c6bbf5aaf2c0,2026-04-12T07:10:19Z,agent,false,q3-search,SE,false,forge-works.net,free,0
acc_a105e092f914,2026-02-22T20:32:21Z,owner,true,q3-search,US,false,outlook.com,free,0
acc_b0f375117bbf,2026-03-16T13:22:24Z,owner,true,docs,DE,false,outlook.com,starter,49
acc_20870d3cc1a7,2026-02-25T16:17:47Z,owner,true,docs,DE,false,juno-partners.co.uk,free,0
acc_2bfe7a34c2dd,2026-05-20T09:55:46Z,admin,false,(organic),BR,false,yahoo.com,free,0
acc_780688476086,2026-06-01T11:50:16Z,agent,false,docs,GB,false,copper-labs.nl,free,0
acc_d48182ea0d48,2026-06-27T20:00:45Z,owner,true,docs,DE,false,basilgroup.com,team,149
acc_4f3d2987b972,2026-06-29T15:31:41Z,agent,false,q3-search,CA,false,junosystems.com,free,0
acc_7ce82d35b276,2026-07-24T10:55:17Z,agent,false,(organic),US,false,yahoo.com,free,0
acc_e3aca28f9523,2026-03-11T07:28:49Z,owner,true,(organic),AU,false,northlabs.de,free,0
acc_c7147444ba12,2026-03-07T14:44:14Z,owner,true,(organic),US,false,glidesystems.io,starter,49
acc_c87f53c5d300,2026-06-27T09:38:14Z,admin,false,q3-search,GB,false,outlook.com,starter,49
acc_18a9ab8b1731,2026-04-06T07:47:58Z,agent,false,q3-search,FR,false,orbitlabs.net,free,0
acc_bbf064bf9cbc,2026-06-14T21:10:34Z,agent,false,(direct),SE,false,latticegroup.co,free,0
acc_2f58ec8102d5,2026-04-01T07:12:06Z,agent,false,docs,IN,false,atlas-digital.com,free,0
acc_267f9aea87ba,2026-07-12T14:59:52Z,agent,false,(organic),IE,false,meridian-solutions.nl,free,0
acc_4f58208fd2fb,2026-02-08T11:33:51Z,admin,false,docs,SE,false,alpine-cloud.com,free,0
acc_063b72d42484,2026-06-28T02:45:09Z,admin,false,(organic),US,false,kestrelhq.co.uk,free,0
acc_6461a6c2e161,2026-06-20T10:52:26Z,admin,false,(organic),US,false,outlook.com,free,0
acc_7b1aa5074ab0,2026-04-24T20:04:23Z,admin,false,(organic),US,false,alpineio.com,free,0
acc_01d290285a54,2026-03-17T16:53:06Z,owner,true,(direct),PL,false,copperworks.de,free,0
acc_930f9bafb399,2026-07-01T08:40:12Z,agent,false,q3-search,US,false,gmail.com,free,0
acc_d4824e208239,2026-07-12T17:54:55Z,owner,true,(organic),US,false,stack-io.co.uk,free,0
acc_cfc5dae5ecb1,2026-03-31T11:13:18Z,agent,false,q3-search,ES,false,ridge-io.ai,free,0
acc_13c61301e698,2026-03-21T11:27:23Z,agent,false,(organic),US,false,hotmail.com,free,0
acc_19d2a0a3f154,2026-05-17T08:09:47Z,agent,false,q3-search,DE,false,icloud.com,free,0
acc_f8adfd12102e,2026-03-09T17:13:55Z,agent,false,docs,US,false,pilotio.com,free,0
acc_da8c0946b12b,2026-07-14T14:49:27Z,agent,false,q3-search,US,false,basilhq.co,free,0
acc_00783f6b1fd7,2026-03-13T11:15:40Z,agent,false,(direct),US,false,yahoo.com,free,0
acc_e3c9cb5996df,2026-02-21T09:14:34Z,owner,true,partner-directory,DE,false,hotmail.com,starter,49
acc_9d23af399f34,2026-06-02T17:12:16Z,admin,false,q3-search,GB,false,outlook.com,free,0
acc_03179d820df4,2026-03-24T09:39:22Z,agent,false,(organic),US,false,proton.me,free,0
acc_6dc84f7b48c0,2026-02-08T09:14:25Z,owner,true,partner-directory,IN,false,tempo-group.co,free,0
acc_c0a727a5bfd3,2026-02-13T15:45:00Z,agent,false,(direct),US,false,lumen-group.com,free,0
acc_224b9275a0f5,2026-03-23T15:50:02Z,agent,false,(organic),GB,false,glidecloud.ai,free,0
acc_7fece169f354,2026-03-03T16:37:05Z,admin,false,(organic),AU,false,yahoo.com,starter,49
acc_68374097fbeb,2026-05-01T10:08:18Z,owner,true,docs,ES,false,harborpartners.co,free,0
acc_fef70e9fca54,2026-05-15T14:02:15Z,owner,true,(direct),US,false,proton.me,starter,49
acc_dd6e0fb76254,2026-02-04T11:30:22Z,admin,false,(organic),IN,false,hotmail.com,free,0
acc_67d038358d78,2026-07-15T14:29:27Z,agent,false,q3-search,NL,false,gmail.com,free,0
acc_bbb7a30b781f,2026-03-27T06:08:20Z,owner,true,(direct),IE,false,pilotdigital.com,free,0
acc_e1ed562c1b54,2026-07-09T14:20:54Z,admin,false,(organic),IE,false,northsolutions.ai,free,0
acc_39a46b5d790f,2026-02-28T15:15:47Z,owner,true,partner-directory,GB,false,hotmail.com,starter,49
acc_03d89391c92a,2026-03-23T14:59:33Z,agent,false,(organic),US,false,hotmail.com,free,0
acc_8622394ff7d4,2026-05-13T18:58:28Z,admin,false,q3-search,BR,false,forge-io.ai,free,0
acc_cb567275a612,2026-04-07T09:36:44Z,agent,false,(organic),NL,false,icloud.com,free,0
acc_6f89ba1f7b1e,2026-06-24T15:03:52Z,owner,true,docs,GB,false,proton.me,free,0
acc_a7e67e2f8a23,2026-07-02T08:36:11Z,agent,false,(organic),BR,false,outlook.com,free,0
acc_a0331a851409,2026-02-25T16:20:22Z,owner,true,docs,US,false,ridgesolutions.com,free,0
acc_e7d05ab13cd2,2026-06-06T08:20:48Z,owner,true,docs,US,false,yahoo.com,free,0
acc_3112876c446a,2026-06-12T14:37:36Z,owner,true,(organic),ES,false,forgelabs.nl,free,0
acc_0681e44370f1,2026-02-03T22:18:24Z,owner,true,(organic),SG,false,harborworks.ai,free,0
acc_0d9dbe33bcd2,2026-06-15T05:57:59Z,agent,false,(organic),US,false,gmail.com,free,0
acc_6c62be473f6a,2026-05-29T08:02:59Z,owner,true,docs,DE,false,north-io.co,free,0
acc_c771fc3d6801,2026-03-01T13:13:32Z,owner,true,q3-search,DE,false,glide-io.com,team,149
acc_62776eb62871,2026-07-21T12:13:48Z,admin,false,(organic),IN,false,kestrel-works.com,free,0
acc_d3b775bdfd22,2026-07-30T23:24:11Z,agent,false,partner-directory,SE,false,kestrel-works.co.uk,free,0
acc_93e839c62168,2026-04-23T19:12:36Z,owner,true,partner-directory,SG,false,kestrel-app.co,free,0
acc_87a0c03c166f,2026-07-05T09:28:15Z,owner,true,docs,PL,false,coppersystems.com,free,0
acc_df51c32711f9,2026-02-11T09:16:55Z,owner,true,docs,NL,false,bright-app.co.uk,free,0
acc_0ddbbb48c9ac,2026-07-08T15:40:31Z,owner,true,docs,IN,false,icloud.com,free,0
acc_9750dbf4b3a6,2026-03-02T15:15:29Z,owner,true,(organic),ES,false,nimbusapp.net,free,0
acc_9c20b17fe5d6,2026-05-04T08:54:31Z,admin,false,q3-search,US,false,bright-tech.com,free,0
acc_f12472704e02,2026-03-29T15:34:10Z,agent,false,(organic),IN,false,proton.me,free,0
acc_8c7b9baeed74,2026-06-17T07:35:35Z,admin,false,(organic),PL,false,outlook.com,free,0
acc_ede56bf73159,2026-05-04T18:22:26Z,admin,false,(direct),DE,false,yahoo.com,free,0
acc_2070f8154bb9,2026-02-05T14:59:05Z,agent,false,(organic),AU,false,north-partners.com,free,0
acc_7597359c7f5c,2026-05-23T02:26:27Z,agent,false,(organic),FR,false,icloud.com,free,0
acc_a648654a0751,2026-07-24T11:56:10Z,agent,false,(organic),US,false,stack-solutions.io,free,0
acc_2902792d7ac3,2026-04-19T19:27:10Z,agent,false,(direct),IN,false,tempopartners.co.uk,free,0
acc_cc1fb8a6cba8,2026-05-12T19:06:26Z,owner,true,q3-search,US,false,summithq.de,starter,49
acc_0a9f9910071e,2026-06-13T11:07:19Z,admin,false,(organic),BR,false,stackhq.com,free,0
acc_944628425f17,2026-05-28T14:15:23Z,agent,false,(organic),US,false,proton.me,free,0
acc_86ecc88bf317,2026-04-12T11:13:22Z,agent,false,(direct),ES,false,orbitcloud.ai,free,0
acc_90d39797c1ea,2026-03-16T13:01:48Z,admin,false,q3-search,DE,false,latticesystems.com,free,0
acc_968e9f7ed3d2,2026-03-04T23:24:44Z,agent,false,(organic),IE,false,quill-studio.com,free,0
acc_e8e860a536d9,2026-06-27T09:16:06Z,owner,true,partner-directory,GB,false,pier-co.com,free,0
acc_d47aef455273,2026-06-04T13:12:44Z,admin,false,partner-directory,IE,false,meridian-labs.com,free,0
acc_2cee687372dc,2026-06-05T19:24:35Z,agent,false,q3-search,US,false,gmail.com,free,0
acc_ca1ba9468b83,2026-05-25T15:34:27Z,admin,false,(organic),US,false,basil-app.com,free,0
acc_92dc00e14bf1,2026-05-29T11:50:37Z,owner,true,q3-search,IN,false,hotmail.com,free,0
acc_4a8ca72b64dd,2026-05-16T08:48:17Z,agent,false,q3-search,US,false,cedarapp.net,free,0
acc_fe4f32a3ab12,2026-04-21T12:04:30Z,owner,true,docs,FR,false,icloud.com,team,149
acc_5de8586b80f5,2026-05-01T10:21:25Z,admin,false,(direct),GB,false,icloud.com,free,0
acc_ee3135c64e45,2026-02-14T09:43:58Z,agent,false,q3-search,ES,false,proton.me,free,0
acc_043d9e984c2c,2026-07-10T18:51:01Z,admin,false,(direct),BR,false,stackgroup.nl,free,0
